"State","Started.on","Completed","Time.taken","Grade.100.00","Q..1..5.00","Q..2..5.00","Q..3..5.00","Q..4..5.00","Q..5..5.00","Q..6..5.00","Q..7..5.00","Q..8..5.00","Q..9..5.00","Q..10..5.00","Q..11..5.00","Q..12..5.00","Q..13..5.00","Q..14..5.00","Q..15..5.00","Q..16..5.00","Q..17..5.00","Q..18..5.00","Q..19..5.00","Q..20..5.00","AnonID"
"Finished","4 September 2018  10:34 AM","4 September 2018  12:04 PM","1 hour 30 mins",97,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","25428ff2"
"Finished","4 September 2018  10:37 AM","4 September 2018  12:07 PM","1 hour 30 mins",71,"5.00","5.00","5.00","5.00","2.00","-","0.00","5.00","2.50","0.00","5.00","5.00","2.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00","0a065fb6"
"Finished","4 September 2018  10:41 AM","4 September 2018  11:54 AM","1 hour 13 mins",36.25,"0.00","0.00","1.25","0.00","-","0.00","0.00","5.00","0.00","1.25","5.00","5.00","0.00","0.00","3.75","5.00","5.00","5.00","0.00","-","23f3b0cd"
"Finished","4 September 2018  12:10 PM","4 September 2018  1:39 PM","1 hour 28 mins",81.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","-","be5689c0"
"Finished","4 September 2018  12:16 PM","4 September 2018  1:09 PM","52 mins 46 secs",83.38,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","0.00","5.00","4.38","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","03cf9dee"
"Finished","4 September 2018  12:31 PM","4 September 2018  2:01 PM","1 hour 30 mins",90,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","14ec207c"
"Finished","4 September 2018  12:46 PM","4 September 2018  1:51 PM","1 hour 4 mins",64,"5.00","0.00","2.50","5.00","5.00","5.00","0.00","5.00","2.50","0.00","5.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00","4ab4079b"
"Finished","4 September 2018  1:06 PM","4 September 2018  2:36 PM","1 hour 30 mins",53.25,"5.00","0.00","2.50","5.00","2.00","0.00","0.00","5.00","2.50","1.25","-","0.00","5.00","0.00","5.00","5.00","5.00","0.00","5.00","5.00","d0ad6f07"
"Finished","4 September 2018  1:09 PM","4 September 2018  2:12 PM","1 hour 2 mins",95,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","55381954"
"Finished","4 September 2018  1:33 PM","4 September 2018  2:56 PM","1 hour 23 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","cbf799b9"
"Finished","4 September 2018  1:43 PM","4 September 2018  3:13 PM","1 hour 29 mins",85.5,"5.00","5.00","5.00","5.00","3.00","5.00","5.00","5.00","2.50","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","72ec5a1a"
"Finished","4 September 2018  1:47 PM","4 September 2018  3:14 PM","1 hour 27 mins",79.38,"5.00","5.00","1.25","5.00","0.00","2.50","0.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","c0c9d2b8"
"Finished","4 September 2018  1:47 PM","4 September 2018  2:56 PM","1 hour 8 mins",86.25,"5.00","5.00","3.75","5.00","-","5.00","-","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","f06d81c6"
"Finished","4 September 2018  2:03 PM","4 September 2018  3:30 PM","1 hour 26 mins",85.88,"5.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5b18c7bc"
"Finished","4 September 2018  2:07 PM","4 September 2018  3:35 PM","1 hour 27 mins",37.5,"5.00","-","2.50","5.00","-","5.00","0.00","0.00","-","-","5.00","-","-","-","5.00","-","-","5.00","5.00","0.00","cb0e3bdd"
"Finished","4 September 2018  2:13 PM","4 September 2018  3:42 PM","1 hour 29 mins",73.38,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.50","3.13","5.00","5.00","5.00","4.00","3.75","5.00","5.00","0.00","0.00","0.00","5e028f6d"
"Finished","4 September 2018  2:14 PM","4 September 2018  3:32 PM","1 hour 17 mins",69.5,"5.00","0.00","1.25","5.00","5.00","0.00","5.00","5.00","0.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","87ff949f"
"Finished","4 September 2018  2:17 PM","4 September 2018  3:34 PM","1 hour 17 mins",76.5,"2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","ffc03caa"
"Finished","4 September 2018  2:19 PM","4 September 2018  3:41 PM","1 hour 21 mins",71,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","-","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","205da6a5"
"Finished","4 September 2018  2:33 PM","4 September 2018  3:40 PM","1 hour 6 mins",37.75,"0.00","5.00","2.50","5.00","2.00","0.00","0.00","5.00","2.50","-","-","5.00","5.00","2.00","3.75","0.00","0.00","-","-","-","f322c3d5"
"Finished","4 September 2018  3:03 PM","4 September 2018  4:33 PM","1 hour 30 mins",77,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00","1fa38c83"
"Finished","4 September 2018  3:12 PM","4 September 2018  4:40 PM","1 hour 27 mins",77,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","0.00","208c4ccb"
"Finished","4 September 2018  3:30 PM","4 September 2018  4:59 PM","1 hour 29 mins",89.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","baab1180"
"Finished","4 September 2018  3:38 PM","4 September 2018  4:56 PM","1 hour 17 mins",91.38,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","4.38","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","4b06b9da"
"Finished","4 September 2018  4:31 PM","4 September 2018  5:53 PM","1 hour 21 mins",73.25,"5.00","5.00","2.50","5.00","2.00","5.00","0.00","5.00","2.50","3.75","5.00","5.00","5.00","0.00","2.50","5.00","5.00","5.00","-","5.00","80c21967"
"Finished","4 September 2018  4:36 PM","4 September 2018  6:00 PM","1 hour 23 mins",46.25,"2.50","0.00","1.25","0.00","-","5.00","0.00","5.00","2.50","-","5.00","5.00","5.00","-","-","5.00","5.00","5.00","-","-","7eee205d"
"Finished","4 September 2018  4:50 PM","4 September 2018  6:17 PM","1 hour 26 mins",22.75,"2.50","5.00","2.50","0.00","2.00","-","-","0.00","2.50","1.25","2.00","-","0.00","-","0.00","0.00","5.00","0.00","0.00","0.00","6d4f1eee"
"Finished","4 September 2018  4:56 PM","4 September 2018  6:23 PM","1 hour 26 mins",90.88,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00","02f95023"
"Finished","4 September 2018  5:14 PM","4 September 2018  6:21 PM","1 hour 7 mins",88.5,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","4.00","2.50","5.00","5.00","5.00","5.00","5.00","12db05d8"
"Finished","4 September 2018  5:17 PM","4 September 2018  6:29 PM","1 hour 12 mins",58.5,"5.00","0.00","5.00","5.00","2.00","-","-","5.00","2.50","-","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","-","f49b3da1"
"Finished","4 September 2018  6:07 PM","4 September 2018  7:32 PM","1 hour 24 mins",95.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","094ad2ac"
"Finished","4 September 2018  6:36 PM","4 September 2018  8:06 PM","1 hour 30 mins",60.25,"5.00","5.00","1.25","-","-","5.00","0.00","5.00","5.00","0.00","5.00","5.00","2.00","2.00","5.00","5.00","5.00","-","0.00","5.00","e982bc00"
"Finished","4 September 2018  7:09 PM","4 September 2018  8:32 PM","1 hour 22 mins",79.38,"5.00","5.00","2.50","5.00","0.00","2.50","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","98fb4fa5"
"Finished","4 September 2018  7:13 PM","4 September 2018  8:41 PM","1 hour 27 mins",94,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","dbff9a02"
"Finished","4 September 2018  7:15 PM","4 September 2018  8:45 PM","1 hour 30 mins",76.38,"5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.50","1.88","5.00","0.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","12f3ee4c"
"Finished","4 September 2018  7:35 PM","4 September 2018  8:41 PM","1 hour 5 mins",97,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","99f6ef68"
"Finished","4 September 2018  11:01 PM","5 September 2018  12:31 AM","1 hour 30 mins",46.75,"5.00","0.00","3.75","5.00","2.00","0.00","0.00","0.00","2.50","0.00","1.00","5.00","0.00","-","2.50","5.00","5.00","5.00","5.00","0.00","b7fd93cc"
"Finished","5 September 2018  12:47 AM","5 September 2018  2:16 AM","1 hour 28 mins",61.5,"5.00","0.00","5.00","5.00","2.00","0.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","2.50","5.00","5.00","0.00","0.00","0.00","58a0c1f4"
"Finished","5 September 2018  3:16 AM","5 September 2018  4:45 AM","1 hour 29 mins",81.25,"5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","a279e65d"
"Finished","5 September 2018  9:25 AM","5 September 2018  10:35 AM","1 hour 9 mins",77.75,"5.00","0.00","3.75","5.00","2.00","0.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1c2c9fd1"
"Finished","5 September 2018  9:41 AM","5 September 2018  10:37 AM","56 mins 10 secs",82.75,"5.00","5.00","3.75","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","d9ddbec2"
"Finished","5 September 2018  10:03 AM","5 September 2018  11:33 AM","1 hour 30 mins",74.5,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","0.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","-","111772da"
"Finished","5 September 2018  10:25 AM","5 September 2018  11:55 AM","1 hour 30 mins",77,"5.00","5.00","3.75","5.00","0.00","5.00","5.00","5.00","2.50","1.25","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","0.00","f0ee8d86"
"Finished","5 September 2018  10:43 AM","5 September 2018  11:53 AM","1 hour 9 mins",55.25,"5.00","5.00","2.50","-","-","5.00","0.00","0.00","2.50","1.25","5.00","5.00","2.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00","9bbbbaa5"
"Finished","5 September 2018  11:12 AM","5 September 2018  12:39 PM","1 hour 27 mins",50,"0.00","5.00","3.75","0.00","2.00","5.00","0.00","0.00","0.00","1.25","0.00","5.00","2.00","1.00","5.00","5.00","5.00","5.00","5.00","0.00","fce1b30a"
"Finished","5 September 2018  11:14 AM","5 September 2018  12:44 PM","1 hour 30 mins",51.63,"5.00","5.00","3.75","0.00","0.00","0.00","-","5.00","2.50","0.63","4.00","5.00","2.00","0.00","3.75","5.00","5.00","-","5.00","0.00","d3af35b4"
"Finished","5 September 2018  11:40 AM","5 September 2018  1:08 PM","1 hour 28 mins",70.25,"2.50","0.00","5.00","5.00","2.00","5.00","5.00","0.00","2.50","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","86483c05"
"Finished","5 September 2018  12:47 PM","5 September 2018  2:17 PM","1 hour 29 mins",70.75,"5.00","5.00","3.75","-","0.00","5.00","0.00","-","5.00","-","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","c9a715e1"
"Finished","5 September 2018  12:51 PM","5 September 2018  2:21 PM","1 hour 30 mins",49.25,"5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","2.50","1.25","2.00","5.00","5.00","1.00","2.50","0.00","5.00","0.00","-","0.00","ca8d9d97"
"Finished","5 September 2018  12:55 PM","5 September 2018  2:25 PM","1 hour 30 mins",57.75,"5.00","5.00","1.25","5.00","2.00","5.00","0.00","0.00","2.50","-","5.00","5.00","2.00","-","-","5.00","5.00","5.00","5.00","-","138d7956"
"Finished","5 September 2018  2:21 PM","5 September 2018  3:51 PM","1 hour 29 mins",62.75,"5.00","5.00","5.00","0.00","0.00","0.00","0.00","5.00","2.50","1.25","2.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","077fd36d"
"Finished","5 September 2018  2:41 PM","5 September 2018  3:55 PM","1 hour 13 mins",44.75,"5.00","0.00","2.50","0.00","0.00","5.00","0.00","5.00","5.00","1.25","2.00","0.00","2.00","2.00","5.00","5.00","5.00","0.00","-","-","26a5b190"
"Finished","5 September 2018  2:42 PM","5 September 2018  4:05 PM","1 hour 22 mins",92,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","7b24ea9f"
"Finished","5 September 2018  2:59 PM","5 September 2018  4:19 PM","1 hour 20 mins",75.75,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","0.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","0.00","fde5c261"
"Finished","5 September 2018  2:59 PM","5 September 2018  4:24 PM","1 hour 24 mins",85.13,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","88400979"
"Finished","5 September 2018  3:02 PM","5 September 2018  4:32 PM","1 hour 30 mins",80.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","0.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","c2bd99c2"
"Finished","5 September 2018  3:07 PM","5 September 2018  4:37 PM","1 hour 29 mins",49.75,"-","5.00","1.25","-","0.00","5.00","0.00","5.00","2.50","-","-","4.00","2.00","-","5.00","5.00","5.00","5.00","5.00","-","48863e6a"
"Finished","5 September 2018  3:15 PM","5 September 2018  4:35 PM","1 hour 20 mins",91.5,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","4.00","2.50","5.00","5.00","5.00","5.00","5.00","ae4e9576"
"Finished","5 September 2018  3:18 PM","5 September 2018  4:44 PM","1 hour 25 mins",74.38,"5.00","5.00","5.00","0.00","0.00","5.00","0.00","5.00","2.50","1.88","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","3be0e4e3"
"Finished","5 September 2018  3:25 PM","5 September 2018  4:54 PM","1 hour 28 mins",70.25,"5.00","5.00","2.50","5.00","2.00","0.00","5.00","5.00","0.00","1.25","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","-","c4cc39df"
"Finished","5 September 2018  3:41 PM","5 September 2018  4:58 PM","1 hour 16 mins",90.75,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","2b9e7f6a"
"Finished","5 September 2018  4:03 PM","5 September 2018  4:59 PM","56 mins 6 secs",90.75,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","c6fda2da"
"Finished","5 September 2018  5:06 PM","5 September 2018  6:34 PM","1 hour 27 mins",51.25,"5.00","5.00","2.50","5.00","-","-","5.00","5.00","0.00","1.25","1.00","5.00","2.00","2.00","2.50","5.00","5.00","0.00","0.00","0.00","c682ed17"
"Finished","5 September 2018  5:07 PM","5 September 2018  6:28 PM","1 hour 21 mins",48.25,"5.00","0.00","2.50","0.00","0.00","5.00","0.00","0.00","2.50","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","0.00","0.00","92e7649d"
"Finished","5 September 2018  5:46 PM","5 September 2018  7:10 PM","1 hour 23 mins",49,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","-","2.00","-","-","-","0.00","5.00","5.00","5.00","-","0.00","197628f5"
"Finished","5 September 2018  6:45 PM","5 September 2018  7:52 PM","1 hour 7 mins",85.25,"5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","1ff976b1"
"Finished","5 September 2018  6:53 PM","5 September 2018  8:23 PM","1 hour 30 mins",49.75,"5.00","0.00","3.75","-","0.00","0.00","0.00","5.00","2.50","0.00","4.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","0.00","82d224c6"
"Finished","5 September 2018  6:57 PM","5 September 2018  8:01 PM","1 hour 4 mins",69.5,"5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.50","-","5.00","0.00","2.00","5.00","5.00","5.00","5.00","-","-","5.00","9a245a35"
"Finished","5 September 2018  8:10 PM","5 September 2018  9:31 PM","1 hour 20 mins",84.5,"5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","2.50","5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","dd7b7aae"
"Finished","5 September 2018  8:41 PM","5 September 2018  10:04 PM","1 hour 22 mins",66.75,"5.00","0.00","2.50","5.00","2.00","5.00","0.00","5.00","5.00","1.25","5.00","5.00","0.00","1.00","5.00","0.00","5.00","5.00","5.00","5.00","c4f62602"
"Finished","5 September 2018  9:10 PM","5 September 2018  10:40 PM","1 hour 30 mins",87,"5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","e924a621"
"Finished","6 September 2018  1:52 AM","6 September 2018  3:12 AM","1 hour 20 mins",88.13,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","f4c2c6f9"
"Finished","6 September 2018  4:42 AM","6 September 2018  5:35 AM","53 mins 20 secs",97.5,"5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3b804f00"
"Finished","6 September 2018  9:29 AM","6 September 2018  10:40 AM","1 hour 10 mins",85.25,"5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","f0d4925b"
"Finished","6 September 2018  10:13 AM","6 September 2018  11:43 AM","1 hour 30 mins",76.5,"5.00","5.00","5.00","5.00","2.00","2.50","0.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","3.75","5.00","5.00","5.00","5.00","0.00","c4acb1cd"
"Finished","6 September 2018  10:48 AM","6 September 2018  12:18 PM","1 hour 30 mins",60.75,"5.00","5.00","2.50","5.00","-","-","0.00","5.00","5.00","1.25","2.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","-","d9f64e9c"
"Finished","6 September 2018  11:04 AM","6 September 2018  11:58 AM","53 mins 53 secs",62.25,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","1.25","2.00","1.00","2.00","4.00","5.00","5.00","5.00","5.00","0.00","0.00","e7a5beba"
"Finished","6 September 2018  11:06 AM","6 September 2018  12:36 PM","1 hour 30 mins",39.5,"5.00","5.00","0.00","0.00","-","-","5.00","5.00","0.00","0.00","5.00","5.00","0.00","2.00","2.50","0.00","5.00","-","-","0.00","83e9e3cc"
"Finished","6 September 2018  11:09 AM","6 September 2018  12:39 PM","1 hour 30 mins",38.75,"0.00","0.00","2.50","0.00","-","0.00","5.00","0.00","2.50","3.75","5.00","5.00","5.00","0.00","0.00","5.00","5.00","-","0.00","-","bc8509d8"
"Finished","6 September 2018  11:58 AM","6 September 2018  1:16 PM","1 hour 17 mins",96.25,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","fb731ebe"
"Finished","6 September 2018  12:06 PM","6 September 2018  1:26 PM","1 hour 20 mins",84.63,"5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","ed41453b"
"Finished","6 September 2018  12:14 PM","6 September 2018  1:33 PM","1 hour 18 mins",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","4c2d49ff"
"Finished","6 September 2018  12:27 PM","6 September 2018  1:44 PM","1 hour 17 mins",85.13,"5.00","5.00","3.75","5.00","2.00","2.50","0.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","ff57537d"
"Finished","6 September 2018  12:30 PM","6 September 2018  2:00 PM","1 hour 30 mins",80.25,"5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","5.00","c82f3412"
"Finished","6 September 2018  12:55 PM","6 September 2018  2:11 PM","1 hour 16 mins",68.88,"5.00","0.00","3.75","5.00","5.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","0.00","7bd64f2d"
"Finished","6 September 2018  1:04 PM","6 September 2018  2:34 PM","1 hour 30 mins",87.63,"5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.63","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","a20e8cdd"
"Finished","6 September 2018  1:07 PM","6 September 2018  2:36 PM","1 hour 29 mins",64,"5.00","5.00","5.00","5.00","0.00","-","0.00","5.00","5.00","-","2.00","5.00","5.00","2.00","-","5.00","5.00","5.00","5.00","-","ccbd099c"
"Finished","6 September 2018  1:30 PM","6 September 2018  3:00 PM","1 hour 30 mins",56.88,"5.00","0.00","3.75","0.00","0.00","5.00","0.00","0.00","2.50","0.63","5.00","5.00","3.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","1a9c1c50"
"Finished","6 September 2018  1:32 PM","6 September 2018  3:02 PM","1 hour 30 mins",81.25,"5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","c7460507"
"Finished","6 September 2018  1:47 PM","6 September 2018  3:14 PM","1 hour 26 mins",79.63,"5.00","0.00","2.50","5.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","dfe24919"
"Finished","6 September 2018  1:58 PM","6 September 2018  3:09 PM","1 hour 11 mins",89.38,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","316ffd5b"
"Finished","6 September 2018  1:59 PM","6 September 2018  3:29 PM","1 hour 29 mins",58,"5.00","5.00","5.00","0.00","2.00","5.00","0.00","5.00","2.50","2.50","2.00","5.00","2.00","2.00","5.00","5.00","5.00","0.00","0.00","0.00","1bedd1cb"
"Finished","6 September 2018  2:03 PM","6 September 2018  3:33 PM","1 hour 30 mins",78.13,"0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","18ba4636"
"Finished","6 September 2018  2:19 PM","6 September 2018  3:49 PM","1 hour 30 mins",89.5,"5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","b575b8ca"
"Finished","6 September 2018  2:23 PM","6 September 2018  3:37 PM","1 hour 13 mins",67,"5.00","0.00","5.00","5.00","2.00","5.00","0.00","5.00","0.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","4bfc7729"
"Finished","6 September 2018  2:26 PM","6 September 2018  3:22 PM","55 mins 49 secs",100,"5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3911b45a"
"Finished","6 September 2018  2:32 PM","6 September 2018  4:00 PM","1 hour 27 mins",56,"5.00","0.00","5.00","0.00","2.00","0.00","0.00","5.00","2.50","2.50","2.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","0.00","14305c43"
"Finished","6 September 2018  2:33 PM","6 September 2018  4:03 PM","1 hour 30 mins",59.5,"5.00","5.00","5.00","0.00","0.00","0.00","5.00","5.00","2.50","0.00","2.00","1.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","742e9c91"
"Finished","6 September 2018  3:06 PM","6 September 2018  3:59 PM","52 mins 54 secs",79.88,"5.00","5.00","2.50","5.00","2.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","5.00","1.00","1.25","5.00","5.00","0.00","5.00","5.00","1afa5730"
"Finished","6 September 2018  3:14 PM","6 September 2018  4:23 PM","1 hour 8 mins",58.25,"0.00","5.00","1.25","5.00","-","5.00","0.00","5.00","5.00","-","2.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","5.00","-","09b9e851"
"Finished","6 September 2018  3:44 PM","6 September 2018  5:09 PM","1 hour 24 mins",87.5,"5.00","5.00","2.50","5.00","0.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","8656ddab"
"Finished","6 September 2018  4:03 PM","6 September 2018  5:32 PM","1 hour 29 mins",67,"5.00","0.00","5.00","5.00","0.00","0.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00","353ff883"
"Finished","6 September 2018  4:24 PM","6 September 2018  5:53 PM","1 hour 29 mins",32.63,"2.50","-","3.75","0.00","-","5.00","0.00","5.00","2.50","4.38","2.00","5.00","0.00","0.00","2.50","0.00","0.00","0.00","0.00","0.00","b7589227"
