"AnonID","State","Completed","Time.taken","Grade.100.00","Q1..5.00","Q2..5.00","Q3..5.00","Q4..5.00","Q5..5.00","Q6..5.00","Q7..5.00","Q8..5.00","Q9..5.00","Q10..5.00","Q11..5.00","Q12..5.00","Q13..5.00","Q14..5.00","Q15..5.00","Q16..5.00","Q17..5.00","Q18..5.00","Q19..5.00","Q20..5.00"
"S2b9cf2ff","Finished","19 August 2020  12:58 PM","1 hour 30 mins","80.25","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","2.50","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","5.00","-"
"Sf26a913c","Finished","19 August 2020  12:54 PM","1 hour 18 mins","91.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","4.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S84eae03c","Finished","19 August 2020  1:00 PM","1 hour 23 mins","69.50","5.00","5.00","1.00","5.00","0.00","5.00","0.00","5.00","5.00","2.50","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S30bfb5e8","Finished","19 August 2020  1:15 PM","1 hour 30 mins","74.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","1.00","2.00","4.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S304a2f89","Finished","19 August 2020  12:58 PM","1 hour 6 mins","96.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","1.25","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc856104b","Finished","19 August 2020  1:14 PM","1 hour 6 mins","84.13","5.00","5.00","4.00","0.00","2.00","5.00","5.00","0.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sc12a08ff","Finished","19 August 2020  2:39 PM","1 hour 30 mins","92.75","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S2dc7cea3","Finished","19 August 2020  2:27 PM","1 hour 3 mins","95.75","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4d4b2efa","Finished","19 August 2020  3:04 PM","1 hour 30 mins","84.50","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S3fbf337d","Finished","19 August 2020  3:09 PM","1 hour 29 mins","61.75","5.00","0.00","4.00","5.00","2.00","5.00","0.00","5.00","2.50","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","-","-"
"Sd6a68d0b","Finished","19 August 2020  3:11 PM","1 hour 30 mins","57.88","5.00","0.00","3.00","-","-","5.00","0.00","5.00","5.00","1.88","5.00","4.00","2.00","2.00","0.00","5.00","5.00","-","5.00","5.00"
"S63714362","Finished","19 August 2020  3:33 PM","1 hour 14 mins","86.75","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.75","5.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S9f850588","Finished","19 August 2020  3:51 PM","1 hour 30 mins","49.75","5.00","0.00","5.00","5.00","2.00","2.50","0.00","5.00","0.00","1.25","5.00","5.00","2.00","2.00","0.00","5.00","5.00","0.00","0.00","0.00"
"S9f147a06","Finished","19 August 2020  3:48 PM","1 hour 25 mins","39.13","0.00","0.00","1.00","-","0.00","5.00","0.00","5.00","2.50","0.63","2.00","5.00","5.00","3.00","0.00","0.00","5.00","0.00","5.00","0.00"
"Sed2ec621","Finished","19 August 2020  4:30 PM","1 hour 35 mins","12.50","2.50","0.00","5.00","5.00","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"S6edb463f","Finished","19 August 2020  4:29 PM","1 hour 25 mins","91.25","2.50","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S4e8c5222","Finished","19 August 2020  4:19 PM","1 hour 5 mins","100.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Se86f6322","Finished","19 August 2020  5:23 PM","1 hour 30 mins","75.25","5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","1.25","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S9f5e0664","Finished","19 August 2020  6:34 PM","1 hour 26 mins","95.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S96f901c7","Finished","19 August 2020  6:03 PM","47 mins 11 secs","100.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S113c5de1","Finished","19 August 2020  7:31 PM","1 hour 30 mins","74.88","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","1.88","5.00","4.00","5.00","2.00","5.00","5.00","5.00","0.00","-","0.00"
"Sf57a633c","Finished","19 August 2020  7:36 PM","49 mins 17 secs","11.00","5.00","-","1.00","0.00","-","-","-","-","-","-","5.00","-","-","-","-","-","0.00","-","-","-"
"S5d219eb7","Finished","19 August 2020  10:56 PM","1 hour 30 mins","62.00","5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","0.00","-","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","0.00"
"Seae68dca","Finished","19 August 2020  11:41 PM","55 mins 53 secs","97.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S0c20a6ed","Finished","20 August 2020  7:55 AM","1 hour 30 mins","88.88","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","1.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"S1a9c0f40","Finished","20 August 2020  8:09 AM","1 hour 29 mins","82.63","5.00","5.00","5.00","5.00","2.00","0.00","0.00","5.00","5.00","0.63","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S10a3cfbd","Finished","20 August 2020  10:58 AM","1 hour 29 mins","76.63","5.00","5.00","4.00","5.00","0.00","5.00","0.00","5.00","5.00","0.63","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S50f23571","Finished","20 August 2020  10:56 AM","1 hour 16 mins","81.25","0.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00"
"S77fbe148","Finished","20 August 2020  11:30 AM","1 hour 9 mins","67.25","5.00","0.00","5.00","5.00","-","5.00","0.00","5.00","5.00","1.25","2.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","-"
"S1957f0b7","Finished","20 August 2020  11:49 AM","1 hour 16 mins","85.88","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","4.38","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","0.00","5.00"
"S170db0c7","Finished","20 August 2020  12:54 PM","1 hour 26 mins","77.13","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00"
"Sdd5169a7","Finished","20 August 2020  1:02 PM","1 hour 29 mins","67.63","5.00","5.00","3.00","5.00","2.00","-","-","5.00","2.50","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","0.00","0.00","5.00"
"Sb8fae348","Finished","20 August 2020  12:59 PM","1 hour 14 mins","3.00","0.00","0.00","1.00","-","-","-","-","0.00","0.00","-","-","-","2.00","-","0.00","0.00","0.00","0.00","-","0.00"
"Sddcb04ef","Finished","20 August 2020  1:17 PM","1 hour 30 mins","63.38","5.00","5.00","3.00","5.00","-","0.00","0.00","5.00","0.00","3.13","5.00","4.00","5.00","2.00","1.25","5.00","5.00","5.00","0.00","5.00"
"S7ff48ecc","Finished","20 August 2020  2:27 PM","1 hour 29 mins","60.00","5.00","0.00","1.00","5.00","-","-","0.00","5.00","2.50","2.50","5.00","5.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","-"
"S14b0a2bc","Finished","20 August 2020  1:56 PM","56 mins 6 secs","80.13","5.00","5.00","5.00","5.00","2.00","-","0.00","5.00","5.00","3.13","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sf96d4bd5","Finished","20 August 2020  3:00 PM","1 hour 30 mins","10.00","5.00","-","5.00","-","-","-","0.00","-","0.00","-","-","-","-","-","-","0.00","0.00","-","-","-"
"S50610661","Finished","20 August 2020  2:33 PM","53 mins 31 secs","26.00","5.00","0.00","4.00","5.00","2.00","0.00","0.00","0.00","2.50","0.00","0.00","0.00","0.00","0.00","2.50","0.00","0.00","5.00","0.00","0.00"
"S0b3973e6","Finished","20 August 2020  3:22 PM","1 hour 16 mins","83.75","5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","0.00"
"S91bc97d8","Finished","20 August 2020  4:03 PM","1 hour 30 mins","66.88","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","2.50","1.88","2.00","5.00","3.00","-","2.50","5.00","5.00","0.00","0.00","0.00"
"S7fb3a349","Finished","20 August 2020  4:20 PM","1 hour 30 mins","90.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S70022b53","Finished","20 August 2020  4:04 PM","1 hour 11 mins","61.88","5.00","5.00","3.00","0.00","0.00","5.00","0.00","5.00","5.00","1.88","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","0.00","0.00"
"S6e0fc626","Finished","20 August 2020  4:22 PM","1 hour 26 mins","19.25","0.00","0.00","-","-","-","0.00","0.00","5.00","0.00","0.00","1.00","0.00","2.00","-","1.25","0.00","5.00","5.00","0.00","0.00"
"S0c58475e","Finished","20 August 2020  4:57 PM","1 hour 30 mins","55.00","5.00","-","5.00","5.00","-","5.00","-","0.00","5.00","5.00","5.00","5.00","-","-","-","5.00","5.00","-","-","5.00"
"S0e778a65","Finished","20 August 2020  5:08 PM","1 hour 30 mins","75.50","5.00","0.00","1.00","5.00","0.00","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S305f76e1","Finished","20 August 2020  5:24 PM","1 hour 30 mins","38.88","5.00","0.00","5.00","-","2.00","-","0.00","5.00","5.00","1.88","-","5.00","0.00","-","5.00","0.00","5.00","-","0.00","-"
"Sd06535cb","Finished","20 August 2020  5:23 PM","1 hour 23 mins","76.00","5.00","5.00","1.00","5.00","-","5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Sc248b0f1","Finished","20 August 2020  5:52 PM","1 hour 30 mins","69.50","5.00","5.00","3.00","5.00","-","-","-","0.00","5.00","2.50","2.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sce761167","Finished","20 August 2020  6:14 PM","1 hour 30 mins","51.00","5.00","0.00","5.00","5.00","2.00","-","5.00","5.00","-","-","2.00","-","5.00","2.00","5.00","5.00","0.00","5.00","-","0.00"
"S8256d0ee","Finished","20 August 2020  6:21 PM","1 hour 30 mins","53.13","5.00","0.00","5.00","0.00","0.00","5.00","-","5.00","5.00","3.13","0.00","5.00","0.00","0.00","5.00","5.00","5.00","0.00","5.00","-"
"S4bbc730c","Finished","20 August 2020  6:32 PM","1 hour 30 mins","65.00","5.00","0.00","5.00","0.00","-","5.00","5.00","5.00","0.00","-","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","-","5.00"
"Sb0424079","Finished","20 August 2020  6:32 PM","1 hour 27 mins","62.75","0.00","0.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","1.25","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","0.00","-"
"S32ebe0e9","Finished","20 August 2020  9:14 PM","1 hour 29 mins","67.88","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","3.13","5.00","5.00","2.00","2.00","3.75","0.00","5.00","5.00","0.00","0.00"
"S0a715abf","Finished","20 August 2020  11:54 PM","1 hour 9 mins","97.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sf86e2bf9","Finished","21 August 2020  9:04 AM","1 hour 29 mins","78.25","5.00","5.00","5.00","5.00","0.00","5.00","0.00","5.00","5.00","1.25","2.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"S2996cddc","Finished","21 August 2020  9:15 AM","1 hour 29 mins","81.00","5.00","5.00","4.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","4.00","2.00","1.00","5.00","5.00","5.00","5.00","0.00","5.00"
"Saff636b6","Finished","21 August 2020  9:38 AM","1 hour 30 mins","100.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sdb2d51a0","Finished","21 August 2020  10:52 AM","1 hour 22 mins","85.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S7ec38051","Finished","21 August 2020  11:04 AM","1 hour 29 mins","58.00","5.00","0.00","3.00","-","-","5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","0.00","5.00","5.00","5.00","0.00","-","5.00"
"S59342d77","Finished","21 August 2020  11:07 AM","1 hour 12 mins","74.50","2.50","0.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S08ce67c0","Finished","21 August 2020  11:09 AM","1 hour 12 mins","86.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","1.00","1.25","5.00","5.00","5.00","5.00","5.00"
"Sc55be40d","Finished","21 August 2020  11:30 AM","1 hour 29 mins","65.00","0.00","0.00","5.00","5.00","5.00","-","-","5.00","5.00","-","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S6e1603f6","Finished","21 August 2020  12:16 PM","1 hour 29 mins","59.38","5.00","5.00","3.00","5.00","-","-","5.00","5.00","2.50","1.88","2.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","-","0.00"
"S7d3f93ba","Finished","21 August 2020  12:01 PM","1 hour 11 mins","78.25","5.00","5.00","3.00","5.00","2.00","5.00","0.00","5.00","2.50","3.75","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S894ca5c0","Finished","21 August 2020  12:53 PM","1 hour 30 mins","80.13","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","0.00","3.13","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S057d0207","Finished","21 August 2020  12:51 PM","1 hour 28 mins","81.50","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","-","5.00","5.00","5.00","2.00","2.50","5.00","5.00","5.00","5.00","0.00"
"S55957d27","Finished","21 August 2020  1:35 PM","1 hour 30 mins","83.00","5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","5.00","2.00","1.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S6384d903","Finished","21 August 2020  2:15 PM","1 hour 25 mins","67.50","5.00","5.00","5.00","5.00","-","5.00","0.00","5.00","5.00","-","5.00","5.00","5.00","5.00","2.50","-","5.00","5.00","-","-"
"S11399c6d","Finished","21 August 2020  2:42 PM","1 hour 3 mins","74.00","5.00","0.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","0.00","0.00"
"Seb77f476","Finished","21 August 2020  4:10 PM","1 hour 30 mins","83.75","5.00","5.00","5.00","5.00","5.00","0.00","0.00","5.00","5.00","3.75","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00"
"S0cd35890","Finished","21 August 2020  4:16 PM","1 hour 30 mins","78.25","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","2.50","1.25","5.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","0.00"
"Scdc1e42f","Finished","21 August 2020  4:20 PM","1 hour 30 mins","60.25","5.00","5.00","4.00","5.00","0.00","5.00","0.00","0.00","2.50","3.75","5.00","5.00","0.00","5.00","5.00","5.00","5.00","0.00","0.00","0.00"
"S9f1f8f1f","Finished","21 August 2020  3:53 PM","1 hour 2 mins","90.50","5.00","5.00","3.00","5.00","0.00","5.00","5.00","5.00","2.50","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
"Sd1c92b00","Finished","21 August 2020  4:10 PM","1 hour 5 mins","92.75","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","3.75","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00"
"S13138f4d","Finished","21 August 2020  5:18 PM","1 hour 30 mins","60.00","5.00","5.00","3.00","5.00","-","5.00","0.00","5.00","0.00","-","2.00","1.00","2.00","2.00","5.00","5.00","5.00","5.00","5.00","0.00"
"S3a468dcc","Finished","21 August 2020  5:29 PM","1 hour 29 mins","63.00","5.00","5.00","3.00","5.00","2.00","-","0.00","5.00","5.00","-","5.00","4.00","2.00","2.00","5.00","5.00","5.00","0.00","5.00","0.00"
"S0c1ba586","Finished","21 August 2020  6:01 PM","56 mins 6 secs","87.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00"
"Sef9b24c7","Finished","21 August 2020  5:36 PM","6 mins 47 secs","10.00","-","-","-","-","-","-","-","5.00","-","-","-","5.00","-","-","-","-","-","-","-","-"
"Se76e8da2","Finished","21 August 2020  8:33 PM","1 hour 29 mins","87.00","5.00","5.00","5.00","5.00","2.00","5.00","0.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","0.00"
"Sf5376968","Finished","21 August 2020  9:40 PM","1 hour 12 mins","89.00","5.00","5.00","5.00","5.00","2.00","0.00","5.00","5.00","5.00","5.00","2.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00","5.00"
